#Time,pitch(deg),roll(deg),yaw(deg),X-Acceleration(g),Y-Acceleration(g),Z-Acceleration(g),Pressure(Millibars),Temperature(deg C),Humidity(%)
188.151,-6.700,2.343,-105.090,0.985,0.041,0.119,1031.224,33.295,40.795
188.183,-6.701,2.345,-105.089,0.984,0.043,0.117,1031.226,33.295,40.795
188.219,-6.701,2.345,-105.085,0.985,0.041,0.116,1031.225,33.295,40.795
188.249,-6.703,2.344,-105.081,0.988,0.039,0.114,1031.225,33.295,40.795
188.286,-6.701,2.346,-105.081,0.987,0.040,0.117,1031.222,33.295,40.412
188.318,-6.698,2.344,-105.084,0.988,0.042,0.118,1031.218,33.295,40.412
188.353,-6.699,2.346,-105.084,0.982,0.041,0.118,1031.214,33.295,40.412
188.388,-6.700,2.346,-105.079,0.986,0.040,0.114,1031.216,33.295,40.412
188.421,-6.700,2.351,-105.076,0.990,0.039,0.115,1031.215,33.223,40.755
188.452,-6.699,2.349,-105.071,0.988,0.041,0.117,1031.215,33.223,40.755
188.487,-6.697,2.348,-105.059,0.988,0.042,0.119,1031.213,33.223,40.755
188.523,-6.699,2.346,-105.045,0.984,0.042,0.116,1031.210,33.223,40.755
188.559,-6.702,2.350,-105.038,0.986,0.039,0.114,1031.212,33.295,40.119
188.591,-6.697,2.348,-105.040,0.987,0.041,0.117,1031.210,33.295,40.119
188.626,-6.697,2.349,-105.045,0.985,0.040,0.118,1031.209,33.295,40.119
188.656,-6.697,2.344,-105.049,0.984,0.042,0.117,1031.209,33.295,40.119
188.693,-6.699,2.346,-105.047,0.983,0.040,0.115,1031.207,33.186,39.831
188.728,-6.701,2.348,-105.047,0.988,0.039,0.115,1031.207,33.186,39.831
188.760,-6.696,2.343,-105.050,0.987,0.041,0.117,1031.209,33.186,39.831
188.795,-6.696,2.340,-105.049,0.984,0.043,0.117,1031.207,33.186,39.831
188.827,-6.698,2.340,-105.039,0.984,0.041,0.115,1031.207,33.295,39.820
188.863,-6.699,2.343,-105.029,0.987,0.039,0.115,1031.206,33.295,39.820
188.898,-6.697,2.344,-105.017,0.987,0.041,0.115,1031.212,33.295,39.820
188.930,-6.696,2.342,-105.004,0.989,0.041,0.119,1031.211,33.295,39.820
188.966,-6.697,2.341,-104.994,0.984,0.043,0.117,1031.213,33.331,39.337
188.998,-6.700,2.346,-104.982,0.983,0.041,0.114,1031.212,33.331,39.337
189.034,-6.701,2.349,-104.975,0.987,0.038,0.115,1031.213,33.331,39.337
189.065,-6.700,2.348,-104.976,0.988,0.042,0.117,1031.213,33.277,39.337
189.101,-6.699,2.349,-104.976,0.982,0.043,0.117,1031.209,33.277,39.929
189.136,-6.700,2.351,-104.969,0.982,0.041,0.115,1031.208,33.277,39.929
189.168,-6.700,2.352,-104.966,0.986,0.039,0.113,1031.207,33.277,39.929
189.205,-6.700,2.354,-104.965,0.986,0.039,0.117,1031.207,33.368,39.268
189.236,-6.699,2.347,-104.961,0.983,0.042,0.118,1031.204,33.368,39.268
189.270,-6.701,2.346,-104.956,0.982,0.042,0.117,1031.204,33.368,39.268
189.306,-6.704,2.344,-104.953,0.985,0.042,0.114,1031.206,33.368,39.268
189.339,-6.702,2.345,-104.950,0.984,0.038,0.115,1031.205,33.349,40.773
189.374,-6.701,2.342,-104.951,0.986,0.042,0.117,1031.203,33.349,40.773
189.405,-6.699,2.344,-104.953,0.987,0.042,0.117,1031.203,33.349,40.773
189.441,-6.699,2.345,-104.956,0.984,0.041,0.115,1031.202,33.349,40.773
189.476,-6.699,2.346,-104.959,0.986,0.040,0.115,1031.202,33.241,40.784
189.508,-6.695,2.348,-104.970,0.986,0.041,0.116,1031.202,33.241,40.784
189.543,-6.697,2.345,-104.976,0.984,0.042,0.118,1031.206,33.241,40.784
189.578,-6.695,2.343,-104.971,0.982,0.042,0.116,1031.209,33.241,40.784
189.611,-6.697,2.347,-104.962,0.983,0.038,0.115,1031.213,33.313,38.037
189.643,-6.698,2.345,-104.956,0.984,0.040,0.113,1031.217,33.313,38.037
189.677,-6.695,2.349,-104.957,0.984,0.040,0.117,1031.217,33.313,38.037
189.713,-6.694,2.347,-104.957,0.982,0.042,0.118,1031.214,33.313,38.037
189.749,-6.695,2.350,-104.956,0.982,0.040,0.115,1031.217,33.331,39.480
189.781,-6.695,2.354,-104.957,0.986,0.039,0.114,1031.219,33.331,39.480
189.816,-6.696,2.354,-104.958,0.986,0.039,0.117,1031.219,33.331,39.480
189.848,-6.695,2.349,-104.961,0.988,0.042,0.119,1031.217,33.331,39.480
189.883,-6.695,2.349,-104.963,0.983,0.042,0.117,1031.217,33.295,39.052
189.919,-6.698,2.350,-104.965,0.985,0.040,0.115,1031.221,33.295,39.052
189.950,-6.700,2.349,-104.970,0.988,0.039,0.116,1031.222,33.295,39.052
189.987,-6.700,2.345,-104.979,0.985,0.042,0.118,1031.224,33.313,40.116
190.019,-6.701,2.344,-104.989,0.983,0.041,0.118,1031.223,33.313,40.116
190.054,-6.701,2.345,-104.996,0.983,0.041,0.116,1031.223,33.313,40.116
190.084,-6.702,2.347,-105.002,0.982,0.038,0.115,1031.223,33.313,40.116
190.121,-6.705,2.347,-105.010,0.986,0.040,0.116,1031.224,33.295,39.918
190.156,-6.703,2.345,-105.023,0.984,0.043,0.118,1031.227,33.295,39.918
190.188,-6.701,2.347,-105.034,0.985,0.041,0.116,1031.224,33.295,39.918
190.223,-6.701,2.347,-105.033,0.984,0.040,0.114,1031.229,33.295,39.918
190.260,-6.702,2.346,-105.034,0.988,0.039,0.114,1031.223,33.295,41.654
190.290,-6.701,2.344,-105.036,0.985,0.042,0.118,1031.223,33.295,41.654
190.326,-6.701,2.345,-105.036,0.981,0.043,0.117,1031.227,33.295,41.654
190.357,-6.702,2.346,-105.032,0.981,0.041,0.116,1031.230,33.295,41.654
190.394,-6.704,2.348,-105.031,0.987,0.039,0.114,1031.232,33.331,40.470
190.426,-6.701,2.349,-105.033,0.986,0.040,0.116,1031.233,33.331,40.470
190.461,-6.700,2.350,-105.028,0.981,0.042,0.117,1031.231,33.331,40.470
190.495,-6.699,2.351,-105.026,0.982,0.041,0.116,1031.231,33.331,40.470
190.531,-6.701,2.354,-105.019,0.986,0.039,0.114,1031.233,33.440,40.755
190.563,-6.704,2.354,-105.014,0.988,0.040,0.115,1031.237,33.440,40.755
190.599,-6.703,2.353,-105.012,0.986,0.041,0.117,1031.240,33.440,40.755
190.630,-6.699,2.354,-105.010,0.983,0.042,0.117,1031.237,33.440,40.755
190.667,-6.700,2.352,-105.003,0.983,0.041,0.116,1031.243,33.295,40.631
190.697,-6.702,2.354,-104.992,0.986,0.039,0.114,1031.243,33.295,40.631
190.732,-6.701,2.355,-104.984,0.985,0.039,0.116,1031.246,33.295,40.631
190.769,-6.700,2.355,-104.982,0.984,0.042,0.117,1031.242,33.277,39.776
190.800,-6.699,2.358,-104.979,0.981,0.042,0.116,1031.243,33.277,39.776
190.835,-6.699,2.361,-104.970,0.986,0.039,0.114,1031.241,33.277,39.776
190.867,-6.699,2.360,-104.961,0.982,0.039,0.115,1031.238,33.277,39.776
190.903,-6.699,2.358,-104.952,0.985,0.041,0.118,1031.238,33.404,39.590
190.938,-6.698,2.355,-104.946,0.983,0.042,0.118,1031.235,33.404,39.590
190.970,-6.701,2.356,-104.940,0.983,0.041,0.114,1031.233,33.404,39.590
191.005,-6.703,2.357,-104.932,0.986,0.040,0.113,1031.231,33.404,39.590
191.041,-6.701,2.361,-104.930,0.987,0.040,0.115,1031.225,33.313,39.783
191.073,-6.699,2.358,-104.928,0.983,0.043,0.116,1031.224,33.313,39.783
191.109,-6.699,2.356,-104.932,0.980,0.042,0.117,1031.228,33.313,39.783
191.139,-6.703,2.355,-104.933,0.985,0.040,0.115,1031.228,33.313,39.783
191.176,-6.707,2.357,-104.934,0.989,0.039,0.115,1031.231,33.349,39.933
191.208,-6.704,2.354,-104.943,0.987,0.042,0.118,1031.227,33.349,39.933
191.243,-6.702,2.353,-104.949,0.982,0.044,0.118,1031.222,33.349,39.933
191.278,-6.702,2.356,-104.952,0.984,0.042,0.115,1031.219,33.349,39.933
191.310,-6.702,2.358,-104.957,0.980,0.039,0.114,1031.219,33.313,39.798
191.345,-6.700,2.358,-104.960,0.986,0.039,0.117,1031.220,33.313,39.798
191.381,-6.699,2.354,-104.963,0.983,0.042,0.118,1031.219,33.313,39.798
191.412,-6.701,2.354,-104.962,0.985,0.042,0.117,1031.219,33.313,39.798
191.449,-6.704,2.356,-104.958,0.984,0.040,0.113,1031.215,33.349,40.467
191.480,-6.701,2.355,-104.959,0.982,0.040,0.116,1031.212,33.349,40.467
191.515,-6.701,2.357,-104.956,0.985,0.041,0.117,1031.208,33.349,40.467
191.550,-6.699,2.355,-104.956,0.981,0.042,0.119,1031.208,33.349,40.467
191.583,-6.706,2.356,-104.953,0.983,0.042,0.114,1031.211,33.368,39.114
191.619,-6.703,2.359,-104.957,0.984,0.039,0.114,1031.211,33.368,39.114
191.650,-6.703,2.359,-104.961,0.985,0.039,0.117,1031.208,33.368,39.114
191.687,-6.703,2.361,-104.965,0.984,0.042,0.118,1031.204,33.277,39.637
191.717,-6.702,2.364,-104.964,0.980,0.042,0.118,1031.204,33.277,39.637
191.752,-6.703,2.366,-104.959,0.983,0.040,0.115,1031.205,33.277,39.637
191.787,-6.704,2.364,-104.953,0.988,0.039,0.115,1031.209,33.277,39.637
191.824,-6.704,2.358,-104.957,0.986,0.040,0.118,1031.207,33.331,40.145
191.856,-6.706,2.355,-104.961,0.984,0.042,0.117,1031.205,33.331,40.145
191.888,-6.708,2.352,-104.964,0.984,0.042,0.116,1031.201,33.331,40.145
191.923,-6.708,2.352,-104.967,0.986,0.039,0.115,1031.203,33.331,40.145
191.958,-6.708,2.352,-104.967,0.987,0.038,0.115,1031.203,33.349,40.788
191.989,-6.708,2.349,-104.971,0.986,0.041,0.117,1031.199,33.349,40.788
192.025,-6.707,2.348,-104.975,0.982,0.043,0.118,1031.198,33.349,40.788
192.060,-6.709,2.351,-104.976,0.983,0.041,0.115,1031.201,33.349,40.788
192.093,-6.711,2.351,-104.984,0.983,0.039,0.116,1031.202,33.386,39.429
192.129,-6.712,2.354,-104.989,0.986,0.041,0.117,1031.200,33.386,39.429
192.159,-6.710,2.354,-104.996,0.988,0.042,0.118,1031.200,33.386,39.429
192.194,-6.712,2.353,-105.000,0.984,0.042,0.116,1031.204,33.386,39.429
192.231,-6.713,2.355,-105.004,0.985,0.041,0.115,1031.204,33.368,39.582
192.262,-6.711,2.359,-105.005,0.985,0.040,0.115,1031.203,33.368,39.582
192.298,-6.708,2.360,-105.006,0.985,0.042,0.118,1031.205,33.368,39.582
192.333,-6.706,2.360,-105.003,0.982,0.042,0.119,1031.206,33.368,39.582
192.364,-6.710,2.365,-104.999,0.984,0.042,0.115,1031.206,33.259,40.982
192.400,-6.708,2.365,-104.996,0.986,0.040,0.114,1031.208,33.259,40.982
192.435,-6.708,2.367,-104.993,0.987,0.040,0.115,1031.204,33.259,40.982
192.467,-6.703,2.360,-105.002,0.984,0.041,0.119,1031.198,33.386,40.982
192.503,-6.703,2.358,-105.008,0.981,0.042,0.117,1031.196,33.386,40.035
192.535,-6.704,2.361,-105.014,0.985,0.041,0.114,1031.200,33.386,40.035
192.569,-6.706,2.361,-105.011,0.988,0.039,0.114,1031.200,33.386,40.035
192.605,-6.702,2.360,-105.016,0.988,0.040,0.116,1031.200,33.368,40.266
192.637,-6.699,2.357,-105.023,0.984,0.042,0.117,1031.200,33.368,40.266
192.672,-6.699,2.355,-105.029,0.983,0.041,0.117,1031.198,33.368,40.266
192.704,-6.700,2.355,-105.027,0.982,0.040,0.114,1031.196,33.368,40.266
192.740,-6.699,2.358,-105.026,0.989,0.039,0.117,1031.199,33.277,40.591
192.771,-6.698,2.357,-105.025,0.987,0.042,0.118,1031.199,33.277,40.591
192.806,-6.699,2.354,-105.025,0.987,0.042,0.118,1031.200,33.277,40.591
192.842,-6.698,2.353,-105.016,0.983,0.041,0.115,1031.202,33.277,40.591
192.878,-6.700,2.357,-105.012,0.986,0.039,0.115,1031.203,33.349,39.706
192.910,-6.700,2.354,-105.011,0.989,0.039,0.115,1031.200,33.349,39.706
192.942,-6.698,2.351,-105.015,0.989,0.041,0.117,1031.199,33.349,39.706
192.976,-6.696,2.348,-105.017,0.980,0.041,0.117,1031.199,33.349,39.706
193.012,-6.698,2.349,-105.016,0.983,0.041,0.113,1031.202,33.331,40.017
193.044,-6.701,2.350,-105.017,0.981,0.039,0.114,1031.201,33.331,40.017
193.080,-6.699,2.352,-105.025,0.988,0.041,0.116,1031.198,33.331,40.017
193.115,-6.696,2.354,-105.031,0.984,0.044,0.118,1031.195,33.331,40.017
193.148,-6.696,2.358,-105.034,0.981,0.042,0.115,1031.195,33.349,41.533
193.178,-6.695,2.357,-105.036,0.983,0.040,0.115,1031.195,33.349,41.533
193.214,-6.697,2.359,-105.033,0.985,0.039,0.116,1031.201,33.349,41.533
193.249,-6.696,2.357,-105.033,0.986,0.042,0.118,1031.202,33.349,41.533
193.285,-6.696,2.355,-105.038,0.981,0.042,0.116,1031.201,33.368,41.391
193.317,-6.697,2.360,-105.040,0.983,0.042,0.116,1031.201,33.368,41.391
193.352,-6.698,2.362,-105.042,0.986,0.040,0.114,1031.204,33.368,41.391
193.383,-6.698,2.360,-105.048,0.984,0.039,0.115,1031.204,33.368,41.391
193.419,-6.697,2.359,-105.053,0.986,0.042,0.118,1031.204,33.277,39.129
193.454,-6.696,2.359,-105.046,0.983,0.043,0.119,1031.205,33.277,39.129
193.486,-6.701,2.362,-105.038,0.984,0.041,0.115,1031.204,33.277,39.129
193.523,-6.700,2.360,-105.038,0.988,0.040,0.114,1031.205,33.259,40.039
193.554,-6.698,2.358,-105.032,0.985,0.039,0.116,1031.208,33.259,40.039
193.588,-6.698,2.358,-105.026,0.985,0.042,0.119,1031.208,33.259,40.039
193.624,-6.701,2.356,-105.019,0.981,0.043,0.119,1031.210,33.259,40.039
193.660,-6.704,2.359,-105.015,0.983,0.040,0.115,1031.211,33.223,39.315
193.692,-6.706,2.360,-105.009,0.988,0.039,0.114,1031.211,33.223,39.315
193.724,-6.705,2.360,-105.007,0.987,0.039,0.116,1031.212,33.223,39.315
193.759,-6.704,2.358,-105.004,0.984,0.042,0.119,1031.217,33.223,39.315
193.794,-6.705,2.355,-105.006,0.982,0.042,0.117,1031.217,33.349,39.838
193.826,-6.706,2.357,-105.007,0.984,0.039,0.115,1031.225,33.349,39.838
193.861,-6.706,2.362,-105.015,0.988,0.038,0.116,1031.225,33.349,39.838
193.897,-6.705,2.362,-105.025,0.987,0.040,0.115,1031.226,33.349,39.838
193.930,-6.698,2.362,-105.035,0.984,0.041,0.119,1031.229,33.277,40.342
193.965,-6.699,2.358,-105.035,0.984,0.042,0.117,1031.233,33.277,40.342
193.995,-6.700,2.359,-105.032,0.981,0.040,0.114,1031.233,33.277,40.342
194.031,-6.701,2.361,-105.030,0.989,0.039,0.115,1031.236,33.277,40.342
194.067,-6.700,2.359,-105.033,0.986,0.042,0.117,1031.232,33.295,39.133
194.099,-6.698,2.356,-105.034,0.983,0.043,0.117,1031.238,33.295,39.133
194.134,-6.698,2.357,-105.030,0.982,0.041,0.114,1031.239,33.295,39.133
194.166,-6.700,2.358,-105.028,0.982,0.038,0.113,1031.240,33.295,39.133
194.201,-6.701,2.356,-105.028,0.989,0.040,0.115,1031.240,33.331,39.937
194.237,-6.697,2.357,-105.029,0.985,0.042,0.117,1031.242,33.331,39.937
194.269,-6.697,2.358,-105.032,0.986,0.042,0.118,1031.244,33.331,39.937
194.305,-6.701,2.359,-105.027,0.984,0.041,0.115,1031.244,33.241,40.083
194.337,-6.702,2.359,-105.024,0.988,0.039,0.114,1031.248,33.241,40.083
194.372,-6.699,2.360,-105.026,0.987,0.040,0.116,1031.252,33.241,40.083
194.403,-6.696,2.356,-105.021,0.989,0.043,0.119,1031.252,33.241,40.083
194.439,-6.697,2.356,-105.013,0.987,0.043,0.118,1031.256,33.259,39.370
194.474,-6.697,2.358,-105.010,0.983,0.041,0.114,1031.257,33.259,39.370
194.506,-6.697,2.360,-105.003,0.982,0.040,0.115,1031.256,33.259,39.370
194.541,-6.698,2.360,-105.002,0.986,0.040,0.116,1031.257,33.259,39.370
194.578,-6.695,2.357,-105.012,0.983,0.042,0.118,1031.256,33.277,40.375
194.609,-6.696,2.360,-105.017,0.980,0.042,0.115,1031.256,33.277,40.375
194.644,-6.697,2.363,-105.021,0.982,0.039,0.113,1031.255,33.277,40.375
194.679,-6.695,2.360,-105.027,0.989,0.038,0.114,1031.255,33.277,40.375
194.712,-6.693,2.355,-105.030,0.986,0.040,0.116,1031.256,33.259,40.057
194.747,-6.689,2.355,-105.034,0.982,0.043,0.118,1031.257,33.259,40.057
194.779,-6.690,2.356,-105.029,0.983,0.042,0.117,1031.256,33.259,40.057
194.814,-6.692,2.357,-105.023,0.984,0.040,0.114,1031.253,33.259,40.057
194.846,-6.692,2.359,-105.021,0.984,0.039,0.113,1031.253,33.331,40.167
194.882,-6.690,2.357,-105.018,0.987,0.040,0.117,1031.244,33.331,40.167
194.917,-6.688,2.355,-105.008,0.981,0.042,0.119,1031.245,33.331,40.167
194.949,-6.693,2.356,-104.996,0.983,0.042,0.117,1031.241,33.331,40.167
194.985,-6.694,2.361,-104.989,0.986,0.039,0.114,1031.238,33.331,39.030
195.015,-6.693,2.361,-104.991,0.985,0.038,0.116,1031.238,33.331,39.030
195.051,-6.693,2.358,-104.992,0.987,0.042,0.117,1031.241,33.331,39.030
195.088,-6.690,2.359,-104.992,0.982,0.043,0.118,1031.240,33.404,40.035
195.119,-6.690,2.365,-104.987,0.983,0.041,0.115,1031.234,33.404,40.035
195.155,-6.691,2.364,-104.979,0.986,0.039,0.116,1031.234,33.404,40.035
195.186,-6.693,2.364,-104.973,0.986,0.041,0.116,1031.235,33.404,40.035
195.223,-6.690,2.362,-104.973,0.986,0.042,0.117,1031.232,33.223,40.543
195.253,-6.690,2.362,-104.968,0.987,0.043,0.117,1031.232,33.223,40.543
195.289,-6.690,2.361,-104.956,0.983,0.040,0.116,1031.229,33.223,40.543
195.324,-6.693,2.357,-104.941,0.988,0.039,0.114,1031.232,33.223,40.543
195.361,-6.693,2.359,-104.929,0.987,0.040,0.117,1031.231,33.313,40.839
195.392,-6.693,2.355,-104.926,0.983,0.042,0.118,1031.229,33.313,40.839
195.428,-6.694,2.354,-104.924,0.981,0.042,0.117,1031.227,33.313,40.839
195.458,-6.695,2.360,-104.924,0.984,0.040,0.114,1031.227,33.313,40.839
195.494,-6.694,2.360,-104.928,0.988,0.039,0.114,1031.225,33.259,41.753
195.527,-6.692,2.355,-104.934,0.987,0.041,0.116,1031.225,33.259,41.753
195.562,-6.690,2.355,-104.941,0.984,0.042,0.119,1031.224,33.259,41.753
195.598,-6.691,2.356,-104.942,0.983,0.042,0.118,1031.226,33.259,41.753
195.630,-6.695,2.358,-104.942,0.983,0.039,0.115,1031.225,33.313,40.554
195.661,-6.695,2.359,-104.943,0.983,0.038,0.115,1031.225,33.313,40.554
195.696,-6.694,2.356,-104.948,0.987,0.042,0.117,1031.221,33.313,40.554
195.731,-6.692,2.357,-104.952,0.984,0.042,0.118,1031.223,33.313,40.554
195.768,-6.695,2.357,-104.959,0.983,0.043,0.117,1031.223,33.349,41.048
195.799,-6.700,2.361,-104.958,0.986,0.039,0.114,1031.220,33.349,41.048
195.835,-6.700,2.358,-104.960,0.987,0.039,0.113,1031.221,33.349,41.048
195.865,-6.699,2.358,-104.966,0.986,0.041,0.117,1031.221,33.349,41.048
195.902,-6.698,2.357,-104.971,0.988,0.042,0.118,1031.220,33.277,40.127
195.937,-6.696,2.353,-104.977,0.982,0.042,0.116,1031.219,33.277,40.127
195.969,-6.695,2.356,-104.985,0.984,0.041,0.114,1031.218,33.277,40.127
196.005,-6.696,2.359,-104.987,0.989,0.038,0.115,1031.217,33.404,40.675
196.037,-6.694,2.358,-104.987,0.987,0.041,0.117,1031.218,33.404,40.675
196.071,-6.694,2.358,-104.996,0.983,0.042,0.119,1031.218,33.404,40.675
196.106,-6.694,2.355,-105.003,0.983,0.042,0.115,1031.214,33.404,40.675
196.139,-6.692,2.355,-105.010,0.983,0.040,0.115,1031.218,33.313,40.660
196.175,-6.694,2.356,-105.009,0.987,0.039,0.115,1031.223,33.313,40.660
196.206,-6.693,2.356,-105.011,0.987,0.042,0.118,1031.223,33.313,40.660
196.242,-6.692,2.356,-105.010,0.985,0.042,0.118,1031.226,33.313,40.660
196.277,-6.688,2.356,-105.011,0.984,0.040,0.117,1031.226,33.368,39.878
196.309,-6.692,2.356,-105.012,0.983,0.041,0.113,1031.229,33.368,39.878
196.344,-6.690,2.357,-105.018,0.990,0.039,0.116,1031.229,33.368,39.878
196.379,-6.689,2.356,-105.024,0.985,0.042,0.117,1031.230,33.368,39.878
196.412,-6.687,2.356,-105.030,0.987,0.042,0.117,1031.231,33.313,39.929
196.447,-6.689,2.356,-105.033,0.984,0.042,0.116,1031.233,33.313,39.929
196.477,-6.690,2.355,-105.036,0.982,0.037,0.114,1031.233,33.313,39.929
196.513,-6.688,2.351,-105.043,0.985,0.040,0.115,1031.231,33.313,39.929
196.549,-6.688,2.349,-105.046,0.984,0.042,0.117,1031.229,33.295,40.298
196.581,-6.689,2.350,-105.055,0.982,0.042,0.117,1031.231,33.295,40.298
196.617,-6.690,2.350,-105.062,0.983,0.042,0.116,1031.228,33.295,40.298
196.648,-6.691,2.351,-105.062,0.983,0.039,0.115,1031.229,33.295,40.298
196.684,-6.694,2.353,-105.064,0.987,0.040,0.115,1031.229,33.295,41.015
196.719,-6.691,2.349,-105.067,0.986,0.041,0.118,1031.229,33.295,41.015
196.750,-6.691,2.346,-105.066,0.987,0.043,0.118,1031.230,33.295,41.015
196.786,-6.692,2.349,-105.063,0.984,0.041,0.115,1031.233,33.295,41.015
196.822,-6.693,2.352,-105.063,0.987,0.039,0.115,1031.228,33.259,39.794
196.854,-6.692,2.352,-105.068,0.988,0.040,0.114,1031.232,33.259,39.794
196.888,-6.691,2.350,-105.080,0.985,0.043,0.119,1031.232,33.259,39.794
196.925,-6.692,2.351,-105.090,0.982,0.042,0.117,1031.227,33.223,40.693
196.957,-6.693,2.357,-105.095,0.984,0.042,0.115,1031.226,33.223,40.693
196.988,-6.696,2.359,-105.103,0.982,0.038,0.113,1031.229,33.223,40.693
197.024,-6.693,2.356,-105.115,0.987,0.040,0.115,1031.223,33.223,40.693
197.060,-6.690,2.354,-105.130,0.986,0.042,0.118,1031.223,33.313,40.510
197.091,-6.688,2.357,-105.140,0.980,0.042,0.117,1031.223,33.313,40.510
197.126,-6.691,2.357,-105.147,0.984,0.041,0.113,1031.222,33.313,40.510
197.162,-6.690,2.361,-105.153,0.987,0.039,0.116,1031.223,33.313,40.510
197.195,-6.691,2.359,-105.153,0.988,0.041,0.116,1031.227,33.313,38.804
197.226,-6.690,2.356,-105.153,0.989,0.042,0.117,1031.228,33.313,38.804
197.261,-6.689,2.355,-105.150,0.983,0.042,0.117,1031.227,33.313,38.804
197.296,-6.688,2.354,-105.145,0.984,0.041,0.116,1031.227,33.313,38.804
197.332,-6.688,2.356,-105.144,0.986,0.039,0.113,1031.226,33.277,40.207
197.364,-6.687,2.353,-105.142,0.989,0.041,0.117,1031.222,33.277,40.207
197.399,-6.688,2.352,-105.139,0.985,0.042,0.118,1031.223,33.277,40.207
197.431,-6.688,2.353,-105.135,0.987,0.042,0.117,1031.221,33.277,40.207
197.467,-6.691,2.354,-105.130,0.985,0.039,0.114,1031.220,33.476,41.333
197.497,-6.694,2.354,-105.130,0.984,0.039,0.115,1031.220,33.476,41.333
197.533,-6.694,2.354,-105.123,0.985,0.041,0.116,1031.218,33.476,41.333
197.568,-6.691,2.355,-105.119,0.984,0.042,0.118,1031.214,33.476,41.333
197.605,-6.692,2.355,-105.119,0.982,0.042,0.117,1031.212,33.331,40.613
197.637,-6.694,2.362,-105.122,0.982,0.040,0.114,1031.206,33.331,40.613
197.669,-6.696,2.362,-105.121,0.983,0.039,0.115,1031.206,33.331,40.613
197.703,-6.695,2.362,-105.125,0.986,0.040,0.117,1031.206,33.349,40.613
197.739,-6.696,2.361,-105.127,0.984,0.042,0.119,1031.206,33.349,39.600
197.770,-6.699,2.360,-105.124,0.986,0.041,0.116,1031.205,33.349,39.600
197.805,-6.697,2.359,-105.127,0.984,0.041,0.116,1031.204,33.349,39.600
197.842,-6.699,2.361,-105.123,0.988,0.040,0.115,1031.203,33.259,40.353
197.874,-6.695,2.356,-105.120,0.986,0.041,0.116,1031.205,33.259,40.353
197.909,-6.693,2.355,-105.119,0.984,0.042,0.118,1031.203,33.259,40.353
197.940,-6.693,2.354,-105.120,0.985,0.043,0.117,1031.203,33.259,40.353
197.976,-6.695,2.362,-105.111,0.981,0.039,0.115,1031.203,33.313,41.153
198.011,-6.698,2.364,-105.114,0.990,0.039,0.114,1031.204,33.313,41.153
198.043,-6.694,2.363,-105.124,0.986,0.041,0.116,1031.203,33.313,41.153
198.078,-6.691,2.362,-105.129,0.984,0.042,0.118,1031.204,33.313,41.153
198.115,-6.690,2.363,-105.128,0.982,0.042,0.117,1031.205,33.331,40.364
198.145,-6.691,2.365,-105.122,0.984,0.040,0.114,1031.205,33.331,40.364
198.181,-6.693,2.364,-105.124,0.988,0.039,0.115,1031.203,33.331,40.364
198.213,-6.694,2.361,-105.120,0.986,0.040,0.116,1031.206,33.331,40.364
198.249,-6.693,2.359,-105.118,0.985,0.042,0.118,1031.202,33.295,40.207
198.281,-6.693,2.356,-105.114,0.985,0.041,0.117,1031.203,33.295,40.207
198.315,-6.694,2.354,-105.113,0.985,0.041,0.114,1031.203,33.295,40.207
198.350,-6.690,2.356,-105.111,0.988,0.039,0.115,1031.207,33.295,40.207
198.387,-6.689,2.354,-105.115,0.987,0.040,0.117,1031.207,33.331,40.247
198.418,-6.688,2.352,-105.111,0.984,0.043,0.117,1031.208,33.331,40.247
198.454,-6.689,2.353,-105.108,0.983,0.042,0.116,1031.204,33.331,40.247
198.485,-6.690,2.359,-105.103,0.983,0.041,0.114,1031.201,33.331,40.247
198.522,-6.690,2.364,-105.094,0.986,0.039,0.115,1031.201,33.331,41.245
198.552,-6.691,2.360,-105.100,0.987,0.041,0.117,1031.201,33.331,41.245
198.587,-6.689,2.359,-105.099,0.982,0.042,0.118,1031.198,33.331,41.245
198.624,-6.694,2.356,-105.092,0.982,0.042,0.116,1031.197,33.313,39.783
198.656,-6.694,2.360,-105.085,0.985,0.041,0.114,1031.197,33.313,39.783
198.691,-6.695,2.362,-105.078,0.987,0.038,0.114,1031.199,33.313,39.783
198.721,-6.694,2.361,-105.076,0.986,0.041,0.117,1031.199,33.313,39.783
198.758,-6.695,2.359,-105.073,0.986,0.042,0.116,1031.200,33.349,40.415
198.793,-6.694,2.358,-105.073,0.981,0.042,0.117,1031.203,33.349,40.415
198.825,-6.697,2.356,-105.070,0.983,0.041,0.115,1031.204,33.349,40.415
198.860,-6.699,2.358,-105.068,0.987,0.039,0.115,1031.208,33.349,40.415
198.897,-6.697,2.358,-105.069,0.986,0.041,0.117,1031.212,33.349,40.291
198.929,-6.698,2.354,-105.070,0.984,0.043,0.117,1031.212,33.349,40.291
198.959,-6.700,2.354,-105.075,0.985,0.042,0.116,1031.212,33.349,40.291
198.998,-6.701,2.357,-105.075,0.986,0.040,0.115,1031.212,33.349,40.291
199.031,-6.701,2.359,-105.076,0.988,0.040,0.115,1031.212,33.440,40.328
199.063,-6.701,2.359,-105.077,0.987,0.040,0.117,1031.210,33.440,40.328
199.098,-6.699,2.356,-105.077,0.984,0.042,0.116,1031.208,33.440,40.328
